epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,2785.85,2.99826,5.03181,2.45,0.0007,0.07589,0.00051,0.00014,3.33843,5.09321,2.46417,0.000602092,0.000602092,0.000602092
30,2880.47,2.99143,4.92149,2.44798,0.00097,0.20387,0.0015,0.00036,3.26732,5.06963,2.46676,0.000593846,0.000593846,0.000593846
31,2974.47,3.00947,4.95273,2.44769,0.00085,0.13244,0.00122,0.00032,3.28214,5.06373,2.47185,0.000585599,0.000585599,0.000585599
32,3070.52,2.86859,4.94589,2.37508,0.00099,0.13244,0.00124,0.00033,3.26437,5.08777,2.44126,0.000577352,0.000577352,0.000577352
33,3165.14,2.87362,4.96741,2.39291,0.00087,0.14137,0.00076,0.00029,3.25398,5.0889,2.41314,0.000569106,0.000569106,0.000569106
34,3260.19,3.01246,4.96855,2.46703,0.0007,0.0997,0.00056,0.00024,3.2447,5.11972,2.4023,0.000560859,0.000560859,0.000560859
35,3355.17,3.02664,4.91922,2.45541,0.00055,0.05804,0.0004,0.00019,3.19569,5.18923,2.37807,0.000552612,0.000552612,0.000552612
36,3461.24,2.93439,4.90682,2.40983,0.00086,0.14137,0.00065,0.00023,3.11929,5.12645,2.37925,0.000544365,0.000544365,0.000544365
37,3557.05,2.91918,5.03974,2.36915,0.00046,0.10119,0.00037,0.00012,3.11268,5.14219,2.39581,0.000536119,0.000536119,0.000536119
38,3669.41,2.90798,4.89455,2.4166,0.00014,0.01786,9e-05,4e-05,3.08008,5.16986,2.42435,0.000527872,0.000527872,0.000527872
39,3774.61,2.86431,4.90751,2.36197,0.00011,0.01786,8e-05,3e-05,3.08558,5.1563,2.41643,0.000519625,0.000519625,0.000519625
40,3877.63,2.87696,4.91855,2.37015,9e-05,0.01786,7e-05,3e-05,3.09364,5.13539,2.40591,0.000511379,0.000511379,0.000511379
41,3972.39,2.76023,4.96524,2.30008,0.00055,0.13095,0.00041,0.00012,3.0715,5.12344,2.40471,0.000503132,0.000503132,0.000503132
42,4076.37,2.77649,4.9561,2.3903,0.00039,0.08929,0.00027,9e-05,3.08133,5.11825,2.40904,0.000494885,0.000494885,0.000494885
43,4172.52,2.85201,4.97896,2.3941,0.00071,0.17262,0.00055,0.00013,3.05506,5.05058,2.3914,0.000486639,0.000486639,0.000486639
44,4258.99,2.91295,4.9248,2.43912,0.00042,0.09226,0.00046,0.00015,3.03205,5.02809,2.37839,0.000478392,0.000478392,0.000478392
45,4342.64,2.89039,4.8308,2.41722,0.00049,0.09226,0.00051,0.00016,3.01996,5.0126,2.3974,0.000470145,0.000470145,0.000470145
46,4425.02,2.80881,4.87186,2.34956,0.00068,0.11012,0.00111,0.00021,2.99542,5.04867,2.41642,0.000461898,0.000461898,0.000461898
47,4506.91,2.84177,4.91168,2.34577,0.00088,0.14137,0.00162,0.00026,3.00104,5.01854,2.41962,0.000453652,0.000453652,0.000453652
48,4592.5,2.85967,4.85701,2.36703,0.00106,0.19048,0.00166,0.00039,3.01119,4.97195,2.40216,0.000445405,0.000445405,0.000445405
49,4672.92,2.7938,4.91339,2.33401,0.00134,0.23214,0.00163,0.00044,3.00939,4.96332,2.41982,0.000437158,0.000437158,0.000437158
50,4756.49,2.86209,4.89261,2.33134,0.0013,0.23214,0.00175,0.00055,3.01035,4.96945,2.40454,0.000428912,0.000428912,0.000428912
51,4840.7,2.77423,4.86852,2.34794,0.00112,0.19196,0.0013,0.00034,3.05342,5.03865,2.42342,0.000420665,0.000420665,0.000420665
52,4922.73,2.81687,4.89362,2.32811,0.00098,0.1503,0.00097,0.00016,3.12327,5.08217,2.46615,0.000412418,0.000412418,0.000412418
53,5005.04,2.8297,4.8282,2.35174,0.0008,0.10863,0.00077,0.00015,3.16915,5.07687,2.49559,0.000404172,0.000404172,0.000404172
54,5086.7,2.82512,4.81109,2.31169,0.0007,0.07738,0.00092,0.00019,3.18013,5.1093,2.49538,0.000395925,0.000395925,0.000395925
55,5167.65,2.72552,4.76969,2.30225,0.00099,0.07738,0.00077,8e-05,3.24497,5.11378,2.51437,0.000387678,0.000387678,0.000387678
56,5248.88,2.79015,4.90506,2.32833,0.00094,0.07738,0.00076,8e-05,3.2194,5.11114,2.48616,0.000379431,0.000379431,0.000379431
57,5328.53,2.79001,4.83292,2.34193,0.00101,0.07738,0.00131,0.00029,3.18819,5.10649,2.42596,0.000371185,0.000371185,0.000371185
58,5411.97,2.82783,4.84318,2.30464,0.00125,0.07738,0.00183,0.00061,3.12327,4.99544,2.41,0.000362938,0.000362938,0.000362938
59,5494.56,2.68326,4.77377,2.27004,0.00123,0.07738,0.00148,0.00053,3.1377,4.98464,2.42558,0.000354691,0.000354691,0.000354691
60,5578.32,2.7892,4.84997,2.34874,0.00078,0.0506,0.00111,0.00042,3.13425,4.9915,2.45431,0.000346445,0.000346445,0.000346445
61,5653.66,2.78337,4.86036,2.34738,0.00078,0.0506,0.00134,0.00052,3.1385,5.00252,2.50964,0.000338198,0.000338198,0.000338198
62,5729.27,2.70936,4.79568,2.34981,0.00084,0.0506,0.00096,0.00036,3.12338,4.97447,2.48621,0.000329951,0.000329951,0.000329951
63,5810.24,2.69672,4.82063,2.27621,0.00088,0.0506,0.00097,0.00036,3.10946,4.98668,2.47458,0.000321705,0.000321705,0.000321705
64,5889.37,2.76939,4.85036,2.31409,0.00147,0.0506,0.001,0.00037,3.13689,5.02067,2.47451,0.000313458,0.000313458,0.000313458
65,5962.76,2.83191,4.82846,2.35572,0.00147,0.0506,0.001,0.00037,3.1522,5.0257,2.49152,0.000305211,0.000305211,0.000305211
66,6039.06,2.67639,4.92158,2.3297,0.00053,0.03125,0.00054,0.00027,3.27432,5.10018,2.50744,0.000296964,0.000296964,0.000296964
67,6113.11,2.80555,4.9151,2.37669,0.00069,0.03125,0.00053,0.00027,3.26582,5.0979,2.49669,0.000288718,0.000288718,0.000288718
68,6186.74,2.80371,4.85697,2.36992,0.00069,0.03125,0.00053,0.00027,3.21843,5.04045,2.51093,0.000280471,0.000280471,0.000280471
69,6262.29,2.65645,4.80816,2.29733,0.00069,0.03125,0.00053,0.00027,3.18209,5.00389,2.4883,0.000272224,0.000272224,0.000272224
70,6333.03,2.7332,4.87737,2.31548,0.00069,0.03125,0.00053,0.00027,3.13413,4.96386,2.50577,0.000263978,0.000263978,0.000263978
71,6405.96,2.6698,4.78112,2.2409,0.00069,0.03125,0.00053,0.00027,3.12902,4.96285,2.50534,0.000255731,0.000255731,0.000255731
72,6477.6,2.72612,4.89781,2.33597,0.00069,0.03125,0.00053,0.00027,3.16545,4.9749,2.51627,0.000247484,0.000247484,0.000247484
73,6558.06,2.63073,4.74494,2.24367,0.00069,0.03125,0.00053,0.00027,3.18702,4.97173,2.52004,0.000239238,0.000239238,0.000239238
74,6638.24,2.68718,4.87446,2.28633,0.00069,0.03125,0.00053,0.00027,3.1733,4.98632,2.52333,0.000230991,0.000230991,0.000230991
75,6721.88,2.59125,4.82465,2.2458,0.00069,0.03125,0.00053,0.00027,3.19614,4.99532,2.53487,0.000222744,0.000222744,0.000222744
76,6804.5,2.63712,4.72273,2.25394,0.00069,0.03125,0.00053,0.00027,3.16182,4.98481,2.52528,0.000214497,0.000214497,0.000214497
77,6884.5,2.59868,4.84915,2.2577,0.00069,0.03125,0.00053,0.00027,3.14915,4.96936,2.52228,0.000206251,0.000206251,0.000206251
78,6966.81,2.71589,4.76615,2.30689,0.00069,0.03125,0.00053,0.00027,3.04716,4.89374,2.44814,0.000198004,0.000198004,0.000198004
79,7053.15,2.63041,4.71556,2.24296,0.00069,0.03125,0.00053,0.00027,3.01671,4.88612,2.43651,0.000189757,0.000189757,0.000189757
80,7136.56,2.68825,4.76496,2.27348,0.00069,0.03125,0.00053,0.00027,2.9481,4.89742,2.43821,0.000181511,0.000181511,0.000181511
81,7214.5,2.56605,4.72477,2.21089,0.00069,0.03125,0.00053,0.00027,2.95003,4.90041,2.44728,0.000173264,0.000173264,0.000173264
82,7296.93,2.59161,4.79621,2.2532,0.00074,0.00893,0.0005,5e-05,2.91789,4.93809,2.46062,0.000165017,0.000165017,0.000165017
83,7380.26,2.65024,4.76441,2.30615,0.00074,0.00893,0.0005,5e-05,2.94329,4.94425,2.45641,0.000156771,0.000156771,0.000156771
84,7460.6,2.6496,4.76568,2.25337,0.00074,0.00893,0.0005,5e-05,2.97379,4.93544,2.44992,0.000148524,0.000148524,0.000148524
85,7542.73,2.63218,4.77199,2.25808,0.00074,0.00893,0.0005,5e-05,2.9821,4.93578,2.4459,0.000140277,0.000140277,0.000140277
86,7627.13,2.67617,4.75948,2.27679,0.00074,0.00893,0.0005,5e-05,3.03817,4.90815,2.44361,0.000132031,0.000132031,0.000132031
87,7709.31,2.60877,4.80828,2.29776,0.00074,0.00893,0.0005,5e-05,3.05139,4.91147,2.44268,0.000123784,0.000123784,0.000123784
88,7793.17,2.63967,4.70481,2.24458,0.00074,0.00893,0.0005,5e-05,3.02704,4.94489,2.45425,0.000115537,0.000115537,0.000115537
89,7874.31,2.53722,4.77456,2.23733,0.00074,0.00893,0.0005,5e-05,3.02737,4.94843,2.44872,0.00010729,0.00010729,0.00010729
90,7958.23,2.70887,4.76368,2.30577,0.00074,0.00893,0.0005,5e-05,3.02536,4.94374,2.44974,9.90437e-05,9.90437e-05,9.90437e-05
91,8033.97,2.68658,5.11102,2.4,0.00074,0.00893,0.0005,5e-05,3.03067,4.95992,2.45329,9.0797e-05,9.0797e-05,9.0797e-05
92,8112.15,2.65611,5.12519,2.31514,0.00074,0.00893,0.0005,5e-05,3.0345,4.97742,2.47104,8.25503e-05,8.25503e-05,8.25503e-05
93,8192.12,2.63235,5.11738,2.33651,0.00074,0.00893,0.0005,5e-05,3.00179,4.99772,2.47849,7.43036e-05,7.43036e-05,7.43036e-05
94,8272.98,2.63262,5.07189,2.33227,0.00074,0.00893,0.0005,5e-05,3.02899,4.97326,2.48005,6.60569e-05,6.60569e-05,6.60569e-05
95,8353.23,2.62636,5.1232,2.34025,0.00074,0.00893,0.0005,5e-05,3.04834,4.97176,2.48571,5.78102e-05,5.78102e-05,5.78102e-05
96,8434.72,2.68697,5.0321,2.38083,0.00074,0.00893,0.0005,5e-05,3.05384,4.98133,2.4968,4.95635e-05,4.95635e-05,4.95635e-05
97,8510.36,2.74651,5.09093,2.41249,0.00074,0.00893,0.0005,5e-05,3.0449,4.98885,2.49614,4.13168e-05,4.13168e-05,4.13168e-05
98,8580.38,2.65622,5.09873,2.37839,0.00074,0.00893,0.0005,5e-05,3.02654,5.00106,2.49711,3.30701e-05,3.30701e-05,3.30701e-05
99,8654.39,2.71404,5.0527,2.34781,0.00074,0.00893,0.0005,5e-05,3.0285,4.99228,2.49676,2.48234e-05,2.48234e-05,2.48234e-05
100,8725.48,2.6785,5.05328,2.37804,0.00074,0.00893,0.0005,5e-05,3.0373,4.97958,2.48772,1.65767e-05,1.65767e-05,1.65767e-05
