epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,65.6002,3.36627,6.25401,2.90738,0,0,0,0,3.55464,5.92978,3.17084,3.105e-05,3.105e-05,3.105e-05
2,132.769,3.42807,6.11698,2.96306,0,0,0,0,3.44574,5.83586,3.20704,6.23053e-05,6.23053e-05,6.23053e-05
3,189.154,3.35995,5.98582,2.97221,0,0,0,0,3.36154,5.86557,3.21586,9.01451e-05,9.01451e-05,9.01451e-05
