model_name,dataset_name,map50,map50_95,precision,recall,f1_score,inference_time,fps,model_size_mb,memory_usage_mb,training_time_hours,convergence_epoch,best_epoch
yolov8n.pt,DeepWeeds,0.0036565771846097227,0.000966766403795273,0.0013078141088280072,0.10863095238095238,0.002584513119718135,193.1264877319336,5.177953639316609,5.948282241821289,22.94317626953125,0.28033646477593316,20,20
