model_name,dataset_name,map50,map50_95,precision,recall,f1_score,inference_time,fps,model_size_mb,memory_usage_mb,training_time_hours,convergence_epoch,best_epoch
yolov8n.pt,DeepWeeds,0.015805537905801952,0.003331671333965977,0.0004098763595007613,0.10416666666666666,0.0008165397875884893,120.8214282989502,8.276677523838616,5.946329116821289,22.94317626953125,0.3700902486509747,15,15
yolov11n,deepweeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018730547693040635,0,0
